name,price_x,release_date,review_no,review_type,tags,description,Release_date,releasedate,copiessold,price_y,revenue,avgplaytime,reviewscore,publisherclass,publishers,developers,steamid
ACE COMBAT™7: SKIES UNKNOWN - Anchorhead Raid,2.99,2019-10-23,124.0,Very Positive,"Action,Simulation","The 5th add-on included in the season pass for ACE COMBAT™7: SKIES UNKNOWN. This add-on allows you to play the new mission ""Anchorhead Raid.""",2019-10-23,,,,,,,,,,
ACE COMBAT™7: SKIES UNKNOWN - F-15 S/MTD Set,2.99,2021-04-28,29.0,Positive,"Action,Simulation,Flight,Third Person,First-Person,Multiplayer,Co-op",An add-on for ACE COMBAT™7: SKIES UNKNOWN.,2021-04-28,,,,,,,,,,
ACE COMBAT™7: SKIES UNKNOWN - F-16XL Set,2.99,2021-04-28,16.0,Mixed,"Action,Simulation,Flight,Third Person,Shooter,Multiplayer,Singleplayer,Local Multiplayer,Co-op",An add-on for ACE COMBAT™7: SKIES UNKNOWN.,2021-04-28,,,,,,,,,,
ACE COMBAT™7: SKIES UNKNOWN - F-4E Phantom II + 3 Skins,1.89,2019-03-05,72.0,Very Positive,"Action,Simulation","Playable Aircraft:

- F-4E Phantom II



3 Aircraft Skins:

- SU-37: Yellow 13

- F-14D: Razgriz

- F-15C: Pixy",2019-03-05,,,,,,,,,,
ACE COMBAT™7: SKIES UNKNOWN - FB-22 Strike Raptor Set,2.99,2021-04-28,26.0,Positive,"Action,Simulation",An add-on for ACE COMBAT™7: SKIES UNKNOWN.,2021-04-28,,,,,,,,,,
ACE COMBAT™7: SKIES UNKNOWN - MiG-35D Super Fulcrum Se,2.99,2021-11-17,12.0,Mostly Positive,"Action,Simulation,Third Person,Singleplayer,Team-Based,Local Multiplayer,Flight,Co-op",An add-on for ACE COMBAT™7: SKIES UNKNOWN.,2021-11-17,,,,,,,,,,
ACE COMBAT™7: SKIES UNKNOWN - TOP GUN: Maverick Aircraft Set -,19.99,2022-05-26,196.0,Very Positive,"Simulation,Action,Flight","It's finally happening... A special set in collaboration with the movie Top Gun: Maverick, featuring 6 aircraft (inc. originals), as well as nicknames and emblems. Prepare to pilot new aircraft and take your heroics to new heights!",2022-05-26,,,,,,,,,,
ACE COMBAT™7: SKIES UNKNOWN - Ten Million Relief Plan,2.99,2019-11-27,185.0,Very Positive,"Action,Simulation","The 6th add-on included in the season pass for ACE COMBAT™7: SKIES UNKNOWN. This add-on allows you to play the new mission ""Ten Million Relief Plan.""",2019-11-27,,,,,,,,,,
ACE COMBAT™7: SKIES UNKNOWN - Unexpected Visitor,2.99,2019-09-25,189.0,Very Positive,"Action,Simulation","The 4th add-on included in the season pass for ACE COMBAT™7: SKIES UNKNOWN. This add-on allows you to play the new mission ""Unexpected Visitor.""",2019-09-25,,,,,,,,,,
ACE COMBAT™7: SKIES UNKNOWN – ASF-X Shinden II Set,2.99,2020-10-28,30.0,Positive,"Action,Simulation",An add-on for ACE COMBAT™7: SKIES UNKNOWN.,2020-10-28,,,,,,,,,,
ACE COMBAT™7: SKIES UNKNOWN – CFA-44 Nosferatu Set,2.99,2020-10-28,122.0,Very Positive,"Action,Simulation",An add-on for ACE COMBAT™7: SKIES UNKNOWN.,2020-10-28,,,,,,,,,,
ACE COMBAT™7: SKIES UNKNOWN – XFA-27 Set,2.99,2020-10-28,47.0,Positive,"Simulation,Action",An add-on for ACE COMBAT™7: SKIES UNKNOWN.,2020-10-28,,,,,,,,,,
ADACA,8.49,2022-07-26,673.0,Very Positive,"FPS,Old School,Atmospheric,Exploration,Horror,Retro,Dystopian ,Action,Open World,PvE,Shooter,Lore-Rich,Sci-fi,Linear,Story Rich,Colorful,Combat,First-Person,3D,Stylized","A Sci-fi FPS set on the mysterious planet ADACA.  -  

Use your GRAVITY-MANIPULATING arm to HURL objects at your foes or even RIP weapons directly from their hands!  -  

EXPLORE and manipulate the environment in this EERIE and HOSTILE world!",2022-07-26,,,,,,,,,,
ADIOS Amigos: Galactic Explorers,1.04,2018-09-12,86.0,Very Positive,"Indie,Action,Space Sim,Family Friendly,Replay Value,Exploration,Physics,Platformer,Simulation,Singleplayer,Local Co-Op,4 Player Local,Split Screen,Cute,Funny,Hand-drawn,Sci-fi,Roguelite,Space,2D",Improvise fuel efficient trajectories to keep your rusty ship running. Break into a space station with an asteroid. Tow a sofa into a black hole. Experience the perils and intrigue of space exploration with 1-4 players.,2018-09-12,,,,,,,,,,
AGOS - A Game Of Space,7.25,2020-10-28,94.0,Mixed,"Adventure,Simulation,Space Sim,Immersive Sim,VR,Action,Exploration,Open World,Flight,Realistic,Space,Crafting,Singleplayer,Resource Management","Explore unique star systems in AGOS: A Game of Space! Scavenge resources, face the danger of space and save humankind.",2020-10-28,,,,,,,,,,
AI Olympius,6.49,2023-07-20,49.0,Positive,"Action,Third-Person Shooter,Sci-fi,Hero Shooter,PvE,Shooter,Action-Adventure,Split Screen,Third Person,Post-apocalyptic,RPG,Character Customization,Base Building,Strategy,Adventure,Futuristic,Co-op,Local Co-Op,3D,Local Multiplayer",Join the rebels in a third-person shooter with RPG elements and base-building mode. Fight against various combat drone models under the control of the supreme AI.,2023-07-20,,,,,,,,,,
AK-xolotl,7.99,2023-09-14,606.0,Mostly Positive,"Singleplayer,Bullet Hell,Action Roguelike,Pixel Graphics,Roguelike,Cute,Difficult,Cartoony,Colorful,RPG,Roguelite,Funny,2D,Action,Character Customization,Indie,Twin Stick Shooter,Arena Shooter,Top-Down Shooter,Procedural Generation","The cutest, deadliest and ONLY top-down roguelike shooter featuring AK-wielding Axolotls. Blast your way through the animal kingdom with an arsenal of kick-ass guns, mighty power-ups and even raise an army of trigger-happy baby axolotls.",2023-09-14,,,,,,,,,,
AKIBA'S TRIP: Hellbound & Debriefed,8.19,2021-07-20,225.0,Mostly Positive,"Action,RPG,Beat 'em up,JRPG,Anime,3D,Comedy,Colorful,Character Customization,Story Rich,Singleplayer,Sexual Content,Nudity",Supernatural creatures are stalking the pop culture mecca of Akihabara—and they've turned you into one of them. Arm yourself with an otaku-themed weapon and expose their skin to sunlight in this HD update of the first game in the AKIBA'S TRIP series.,2021-07-20,,,,,,,,,,
AKIBA'S TRIP: Undead ＆ Undressed,8.19,2015-05-26,2958.0,Very Positive,"Anime,Nudity,JRPG,Action,RPG,Open World,Adventure,Singleplayer,Mature,Cute,Vampire,Beat 'em up,Casual,Dating Sim,Sexual Content,Comedy,Visual Novel,Funny,Female Protagonist,Great Soundtrack","In Tokyo’s popular ”Electric Town” district, Akihabara, vampires called “Synthisters” walk among us. You must identify and dispose of them the only way you know how – by engaging them in hand-to-hand combat in order to strip them of their clothes so their bodies melt away in the sunlight.",2015-05-26,,,,,,,,,,
ALL IN ONE ADVENTURE VR,3.14,2024-09-03,45.0,Positive,"Action,Adventure,God Game,Arcade,Mystery Dungeon,Exploration,First-Person,VR,Cinematic,Horror,Survival,Family Friendly,Dark Fantasy,Magic,Singleplayer,Zombies,Survival Horror,Asymmetric VR,Psychological Horror,Mystery","It's all about adventure!

A complete collection of cliff climbing, gunfights, zombies, freediving, mystery dungeons, mystery traps, ziplines and roller coasters!



 ALL IN ONE AD VENTURE",2024-09-03,,,,,,,,,,
ALTF4,1.89,2021-11-12,9282.0,Very Positive,"Singleplayer,Runner,3D,Physics,Survival,3D Platformer,Medieval,Third Person,Action,Platformer,Casual,Roguelike,Arcade,Exploration,Action Roguelike,Cartoony,Colorful,Adventure,Mystery,Psychological Horror","[3D 3rd Person Perma-Death Runner Game]



Try to overcome various obstacles until the end.",2021-11-12,,,,,,,,,,
ALTF42,,,,,,,,04-06-2024,25211.0,7.99,98378.0,4.830693338953039,75.0,Indie,GRAVITY,PUMPKIM,2187230.0
AMANATSU ~Perfect Edition~,,,,,,,,16-05-2024,3238.0,19.99,47037.0,12.38832515614368,97.0,Indie,Shiravune,AZARASHI SOFTWARE,2825300.0
AMEDAMA,15.99,2024-03-22,37.0,Positive,"Side Scroller,Action-Adventure,2.5D,2D,Swordplay,Action,Historical,Nonlinear,Story Rich,Choices Matter,Conversation,Pixel Graphics,Adventure,Dark Fantasy,Atmospheric,Dark,Combat,Singleplayer,RPG,Action RPG","Side-scrolling, soul-shifting sandbox action adventure brought to life with a striking new 2D style! With only his soul remaining, Yushin must fight tooth and nail, possessing body after body on a quest to find his sister. With just seven days left until his soul departs, can he save her in time?",2024-03-22,,,,,,,,,,
AMID EVIL,8.18,2019-06-20,5964.0,Very Positive,"Boomer Shooter,Old School,Arena Shooter,Sci-fi,FPS,Magic,Surreal,Shooter,First-Person,Psychedelic,Action,Colorful,Fantasy,Dark Fantasy,Atmospheric,Adventure,Retro,1990's,Combat,Singleplayer",A retro FPS for the ages! Once branded a HERETIC. Now YOU have been chosen as our champion! Reclaim our sacred weapons. Take back our ancient lands. If you can stand... AMID EVIL.,2019-06-20,,,,,,,,,,
AMID EVIL - The Black Labyrinth,6.19,2023-08-18,541.0,Overwhelmingly Positive,"Action,Adventure,Indie,FPS,Retro,Old School,Singleplayer,Shooter,First-Person,Boomer Shooter",The Black Labyrinth is an ‘expansion pack’ style prequel DLC for AMID EVIL.,2023-08-18,,,,,,,,,,
AMID EVIL VR,8.18,2023-04-20,216.0,Very Positive,"Arena Shooter,Boomer Shooter,FPS,Shooter,3D,First-Person,VR,Surreal,Action,Colorful,Dark Fantasy,Fantasy,Magic,Medieval,Sci-fi,Space,Psychedelic,Atmospheric,Adventure,1990's","A retro FPS for the ages! Completely rebuilt from the ground up for VR! 



Once branded a HERETIC. Now YOU have been chosen as our champion! Reclaim our sacred weapons. Take back our ancient lands. If you can stand... AMID EVIL.",2023-04-20,,,,,,,,,,
ANIMAL WELL,11.49,2024-05-09,12331.0,Overwhelmingly Positive,"Exploration,Metroidvania,Puzzle,Puzzle Platformer,Pixel Graphics,Platformer,Horror,Adventure,2D,Mystery,Action,Atmospheric,Relaxing,Surreal,Cute,Nonlinear,Indie,Singleplayer,Controller,Retro","Explore a dense, interconnected labyrinth, and unravel its many secrets. Collect items to manipulate your environment in surprising and meaningful ways. Encounter beautiful and unsettling creatures, as you attempt to survive what lurks in the dark. There is more than what you see.",2024-05-09,09-05-2024,305891.0,24.99,6420393.0,8.485381327666017,96.0,Indie,Bigmode,Billy Basso,813230.0
ANIME WAR — Modern Campaign,1.29,2020-05-29,370.0,Very Positive,"Action,Adventure,Anime,Shooter,Singleplayer,Atmospheric,Military,Modern,War,Story Rich,Memes,Psychological Horror,Indie,Third-Person Shooter,Visual Novel,Realistic,Third Person,Stealth,Sniper,Tactical",ANIME WAR — Modern Campaign transports you along with the H.E.N.T.A.I. army to one of the hottest hotspots around the globe to take down our №1 threatening enemy.,2020-05-29,,,,,,,,,,
ANNO: Mutationem,12.49,2022-03-17,4848.0,Very Positive,"RPG,Cyberpunk,Female Protagonist,Pixel Graphics,Action-Adventure,2.5D,Story Rich,Anime,Indie,Action,Adventure,Singleplayer,Stylized,2D Platformer,Action RPG,Exploration,Futuristic,Lore-Rich,Sci-fi,Spectacle fighter","ANNO: Mutationem is an action-adventure game with RPG elements set in a cyberpunk world, featuring a unique mix of pixelated 2D & 3D graphic style with a rich, dark and bizarre plot.",2022-03-17,,,,,,,,,,
ANONYMOUS HUNTING SIMULATOR,0.9,2023-11-12,38.0,Positive,"Action,Memes,RPG,Funny,3D,Simulation,Emotional,Adventure,Hidden Object,Shooter,Casual,Arena Shooter,Action-Adventure,Exploration,FPS,First-Person,Atmospheric,Linear,Singleplayer,Indie",ANONYMOUS HUNTING SIMULATOR is a dynamic first-person shooter. Your task is to explore the location and collect ten masks to complete the level.,2023-11-12,,,,,,,,,,
ANVIL,8.49,2023-07-27,1912.0,Mixed,"Top-Down Shooter,Action Roguelike,Online Co-Op,Multiplayer,Roguelike,Action,Twin Stick Shooter,Shooter,Top-Down,Sci-fi,Bullet Hell,Roguelite,Co-op,Hack and Slash,Singleplayer,Early Access",Take on the role of a Vault Breaker in search of alien artifacts called “Vaults” and fight against monsters and powerful bosses. You can strengthen your Breakers to explore far-away galaxies that no one has ever reached!,2023-07-27,,,,,,,,,,
AO Tennis 2,49.99,2020-01-09,1080.0,Mostly Positive,"Sports,Tennis,Multiplayer,Character Customization,Action,Simulation,Realistic,Arcade,Top-Down,Management,PvP,Physics,Artificial Intelligence,Level Editor,Resource Management,Conversation,Co-op,Local Co-Op,Online Co-Op,Singleplayer","AO Tennis 2 is the only tennis experience designed for and by its community. Create your own players, stadiums and legendary matches. Enter the competition to reach the top of world tennis in Career Mode.",2020-01-09,,,,,,,,,,
APB Reloaded,0.0,2011-12-07,36994.0,Mixed,"Free to Play,Open World,Multiplayer,Action,Character Customization,Massively Multiplayer,Shooter,Third-Person Shooter,PvP,Crime,Third Person,Co-op,Racing,Sandbox,FPS,Adventure,Nudity,Singleplayer,Hacking,Anime","The world’s first and premier Action MMO Third Person Shooter allows you to choose between two sides of the law.  Play as Enforcer or Criminal, customize your gear for the task at hand and hit the streets and play how you want in a city filled with more action this side of a Hollywood blockbuster.",2011-12-07,,,,,,,,,,
APE OUT,7.99,2019-02-28,2965.0,Very Positive,"Violent,Indie,Top-Down,Action,Gore,Fast-Paced,Singleplayer,Stylized,Difficult,Beat 'em up,Music,Blood,Arcade,2D,Top-Down Shooter,Music-Based Procedural Generation,Atmospheric,Casual,Surreal,Soundtrack","APE OUT is a wildly intense and colorfully stylized smash ‘em up about primal escape, rhythmic violence, and frenetic jazz.",2019-02-28,,,,,,,,,,
AQUA KITTY UDX,3.99,2023-05-18,35.0,Positive,"Action,Arcade,Shoot 'Em Up,Cats,Local Co-Op,Side Scroller,Cute,2D,Pixel Graphics,1990's,Sci-fi,Indie,Score Attack,Co-op,Local Multiplayer,Singleplayer,Multiplayer",AQUA KITTY UDX blasts onto PC in this enhanced Ultra Deluxe Edition including the epic Dreadnought game mode!,2023-05-18,,,,,,,,,,
ARAYA,6.99,2016-11-23,672.0,Mostly Positive,"Horror,Adventure,Indie,Action,VR,First-Person,Multiplayer,Thriller,Singleplayer,Psychological Horror,Female Protagonist",ARAYA is a first person horror game. Players will get a new thrilling experience inside a Thai hospital. The story will be told from the perspectives of 3 different characters. Players will explore different areas of the hospital in order to piece together the mysterious murder case of Araya.,2016-11-23,,,,,,,,,,
ARCADE,1.89,2020-10-14,21.0,Positive,"Action,Casual,Adventure,Old School,Pixel Graphics,Difficult,Great Soundtrack,Replay Value,Massively Multiplayer,Music,Family Friendly,Controller,Space Sim,Arcade","ARCADE is an ARCADE game in which you shoot 'n' dodge. Are you dead? Press START button and shoot 'n' dodge again! Sounds easy, doesn't it? I would argue with you!",2020-10-14,,,,,,,,,,
ARCADE GAME SERIES: DIG DUG,3.99,2016-04-20,430.0,Very Positive,"Action,Classic,Arcade,Retro,2D,1980s,Pixel Graphics,Singleplayer","First appearing in arcades in 1982, Dig Dug finally comes to Steam!

Control Dig Dug to make underground tunnels and inflate or crush the enemies!",2016-04-20,,,,,,,,,,
ARCADE GAME SERIES: GALAGA,3.99,2016-04-20,691.0,Very Positive,"Action,Arcade,Shoot 'Em Up,Retro,Classic,2D,Pixel Graphics,Singleplayer,Shooter,Space,1980s","First appearing in arcades in 1981, the masterpiece GALAGA finally comes to Steam!

Move the fighter left and right and destroy the waves of incoming aliens!",2016-04-20,,,,,,,,,,
ARCADE GAME SERIES: Ms. PAC-MAN,3.99,2016-04-20,269.0,Very Positive,"Action,Arcade,Retro,Classic,2D,Female Protagonist","Developed in America and first released in 1981, Ms. PAC-MAN finally comes to Steam!

Move Ms. PAC-MAN up, down, left, and right to avoid the ghosts and gobble up all the Pac-Dots!",2016-04-20,,,,,,,,,,
ARCADE GAME SERIES: PAC-MAN,3.99,2016-04-20,787.0,Very Positive,"Action,Classic,Arcade,Retro,2D,1980s,Singleplayer,Pixel Graphics","First released in arcades in 1980, the masterpiece PAC-MAN comes to Steam!

Move PAC-MAN up, down, left, and right to avoid the ghosts and gobble up all the Pac-Dots!",2016-04-20,,,,,,,,,,
ARENA GODS®,6.99,2017-10-17,81.0,Very Positive,"Action,Sports,Indie,Fighting,Violent,Early Access,Multiplayer,Competitive,Funny,Local Multiplayer,Top-Down,4 Player Local","ARENA GODS® is Spectacle Combat, a top-down, arena fighting game where two to four gladiators compete to be the last one standing in an anything goes deathmatch spectacle.You are gladiator. Brave the arena and win the crowd to seize godhood!",2017-10-17,,,,,,,,,,
ARK Fantastic Tames - Pyromane,3.99,2024-06-05,408.0,Mixed,"Action,Adventure,RPG,Massively Multiplayer,Indie",Introducing the first of a new series of Fantastic Tames for ARK: Survival Ascended: the Pyromane! Owners of one of this new class of creatures gain access to a wondrous array of useful abilities!,2024-06-05,,,,,,,,,,
ARK: Aberration - Expansion Pack,8.97,2017-12-12,3503.0,Mostly Positive,"Adventure,Action,Massively Multiplayer,Survival,Open World,Dinosaurs,RPG,Indie,Exploration,Building,Multiplayer,Crafting,Singleplayer,Fantasy,Base Building,Co-op,Sandbox,Free to Play,PvE,Sci-fi","Waking up on ‘Aberration’, a derelict, malfunctioning ARK with an elaborate underground biome system, survivors face exotic new challenges unlike anything before: extreme radioactive sunlight and environmental hazards, ziplines, wingsuits, climbing gear, cave dwellings, charge-batteries, and far more, along with a stable of extraordinary new creatures await within the mysterious depths. But beware the ‘Nameless’: unrelenting, Element-infused humanoids which have evolved into vicious light-hating monstrosities! On Aberration, survivors will uncover the ultimate secrets of the ARKs, and discover what the future holds in store for those strong and clever enough to survive!",2017-12-12,,,,,,,,,,
